,Fecha,Estado,Enunciado
1154,24-07-22,resuelto,correos de chile - caja en internación
1155,23-07-22,None,correos de chile - no hay quien reciba envio en domicilio
1156,22-07-22,resuelto,correos de chile - paquete llegó y no ha sido entregado
1157,21-07-22,None,correos de chile - paquete no entregado
1158,21-07-22,None,correos de chile - pedido extraviado y no ingresado sale como entregado
1159,21-07-22,resuelto,correos de chile - envío entregado a otra persona
1160,20-07-22,None,correos de chile - tiempo excesivo de internación
1161,20-07-22,no resuelto,correos de chile - pedido no entregado y se me envio mensaje de que habia sido entregado
1162,20-07-22,None,correos de chile - entrega retrasada
1163,20-07-22,resuelto,correos de chile - pedido no entregado
1164,20-07-22,no resuelto,"correos de chile - pedido no entregado, nosé quien lo tiene"
1165,19-07-22,resuelto,correos de chile - mi paquete aparece entregado y no es asi
1166,19-07-22,None,correos de chile - demora en entrega
1167,18-07-22,resuelto,correos de chile - demasiado tiempo de espera aduanas.
1168,18-07-22,resuelto,correos de chile - mas de un mes en internación y no hay respuesta del paquete
1169,17-07-22,None,correos de chile - demora en internacion de paquete
1170,15-07-22,no resuelto,correos chile - entrega de carta certificada en otro domicilio
1171,15-07-22,None,correos de chile - productos entregados
1172,14-07-22,no resuelto,correos de chile - pedido en internación
1173,13-07-22,None,correos de chile - demora en proceso de internación compra aliexpress
1174,13-07-22,None,correos de chile - le entregaron el producto a un desconosido
1175,12-07-22,None,correos de chile - entrega del pedido.
1176,11-07-22,resuelto,correos de chile - no entrega de envio
1177,10-07-22,no resuelto,sernac - necesito recuperar mis encomiendas
1178,09-07-22,None,correos de chile - mi pedido de aliexpress no llegó
1179,09-07-22,no resuelto,correos de chile - demora excesiva en internación
1180,08-07-22,None,correos de chile - envío en reparto hace dias y no llega
1181,08-07-22,None,correos de chile - pésimo servicio de reparto
1182,07-07-22,resuelto,correos de chile - retraso y perdida de paquete
1183,07-07-22,None,correos de chile - mala entrega.
1184,07-07-22,None,correos de chile - no entrega de encomienda internacional
1185,06-07-22,no resuelto,correos de chile - robo de artefacto
1186,06-07-22,None,correos de chile - pedido no entregado
1187,05-07-22,resuelto,correos de chile - encomienda guardada en sucursal
1188,05-07-22,None,correos de chile - envío de ebay
1189,05-07-22,None,correos de chile - pedido en internación ya casi un mes
1190,04-07-22,None,"correos de chile - información errónea, pésima comunicación, inoperancia"
1191,03-07-22,resuelto,correos de chile - entrega averiada por mal manejo
1192,01-07-22,resuelto,correos de chile - paquete no llego y aparece como entregado
1193,30-06-22,None,correo chile - cartero de maipu
1194,30-06-22,None,correos de chile - demora en entrega de envío desde exterior
1195,29-06-22,None,correos de chile - cartero no pasa a mi domicilio
1196,28-06-22,resuelto,correos de chile - paquete no entregado
1197,25-06-22,resuelto,correos de chile - demora en entrega de paquete
1198,24-06-22,resuelto,correos de chile - envío en reparto hace dias y no llega
1199,24-06-22,resuelto,correos de chile - envío en reparto hace días y no llega
1200,23-06-22,None,correos de chile - entrega retrasada
1201,21-06-22,None,correos de chile - demora en entrega
1202,20-06-22,resuelto,correos de chile - perdida de paquete
1203,20-06-22,no resuelto,correos de chile - envío internacional 30 días en proceso internación.
1204,20-06-22,None,"correos de chile - casilla internacional, 4 meses demora en entrega"
1205,20-06-22,None,correos de chile - paquete pegado en linehaul.
1206,18-06-22,None,correos de chile - producto en internacion
1207,17-06-22,no resuelto,correos de chile - mala atención al cliente vía twitter
1208,17-06-22,None,correos de chile - demora en entrega documentos
1209,16-06-22,resuelto,correos de chile - inconsistencia
1210,16-06-22,None,correos de chile - mi pedido no avanza
1211,15-06-22,None,correos de chile - dirección erronea
1212,14-06-22,resuelto,correos de chile - paquete en transito por mas de un mes
1213,13-06-22,no resuelto,correos de chile - mal servicio por cartero.
1214,13-06-22,no resuelto,correos de chile - envío no entregado
1215,12-06-22,None,correos de chile - entrega fallida
1216,11-06-22,no resuelto,correos de chile - mi pedido esta mantenido en aduana
1217,10-06-22,None,correos de chile - entrega fallida aliexpress
1218,10-06-22,resuelto,correos de chile - paquete robado
1219,10-06-22,resuelto,correos de chile - sobre enviado a ciudad incorrecta
1220,09-06-22,resuelto,correos de chile - supuesta entrega de paquete a persona desconocida
1221,08-06-22,None,"correos de chile - entrega ""fantasma"" de paquete"
1222,07-06-22,None,correos de chile - robo de paqueteria
1223,07-06-22,no resuelto,correos de chile - no entregan pedidos internacionales
1224,04-06-22,resuelto,correos de chile - envío no entregado pero el sistema expone que si.
1225,04-06-22,no resuelto,correos de chile - el paquete aparaecer recibido por mí pero todavia no llega a mi hogar
1226,04-06-22,None,correos de chile - tiempo de internacion
1227,03-06-22,resuelto,correos de chile - internación de encomienda
1228,03-06-22,no resuelto,correos de chile - empresa roba envío de destinatario
1229,03-06-22,None,correos de chile - demora en envio de encargo aliexpress estando en sala de carteros quilpue v region
1230,02-06-22,None,correos de chile - paquete no recibido
1231,02-06-22,no resuelto,correos de chile - devolvieron mi paquete sin avisar que estaba en sucursal
1232,31-05-22,resuelto,correos de chile - paquete no entregado
1233,30-05-22,resuelto,correos de chile - robo de pedido internacional
1234,28-05-22,None,correos de chile - paquete fue enviado a destino y no ha llegado
1235,27-05-22,no resuelto,correos de chile - entregan paquetes sin los artículos comprasos
1236,26-05-22,no resuelto,correos de chile - extravio de mi paquete compra internacional
1237,26-05-22,resuelto,correos de chile - mi paquete fue entregado en otra direccion
1238,26-05-22,resuelto,correos de chile - tardanza en la entrega de mi paquete sin darme información
1239,25-05-22,resuelto,correos de chile - entregas pendientes
1240,25-05-22,None,correos de chile - no ha llegado mi pedido
1241,24-05-22,None,al honorable correos de chile - mal servicio de correos de chile
1242,24-05-22,None,correos de chile - tiempo de internacion
1243,22-05-22,no resuelto,correos de chile - no entrega de encomienda
1244,21-05-22,no resuelto,correos de chile - carta cre no. seguimiento 4400504168149
1245,20-05-22,None,correos de chile - paquete no recibido
1246,18-05-22,no resuelto,correos de chile - casilla internacional no cumple
1247,18-05-22,no resuelto,correos de chile - envío detenido en internación
1248,17-05-22,resuelto,correos de chile - extrema demora
1249,16-05-22,None,correos de chile - paquete entregado a otra persona
1250,16-05-22,None,correos de chile - tiempo de internacion
1251,15-05-22,no resuelto,correos de chile - mi paquete está en internacion
1252,14-05-22,None,correos de chile - encomienda aparece entregada sin haberla recibido
1253,14-05-22,None,correos de chile - no he recibido mi paquete y en línea dice que yo lo recibí eso es falso
1254,12-05-22,None,correos de chile - abrieron el producto
1255,12-05-22,resuelto,correos de chile - domicilio de entrega equivocado
1256,12-05-22,no resuelto,correos de chile - no entrega a domicilio
1257,11-05-22,no resuelto,correos de chile - no cumplimiento de servicios por correos chileo
1258,11-05-22,None,correos de chile - mi paquete no llego
1259,10-05-22,no resuelto,correos de chile - envíe una encomienda a nueva zelanda. faltaban artículos que iban de regalo.
1260,09-05-22,no resuelto,correos de chile - falta de informacion
1261,09-05-22,resuelto,correos de chile - paquete de u.s.a. aún no llega.
1262,09-05-22,resuelto,correos de chile - no me entregan el paquete a domicilio
1263,08-05-22,None,correos de chile - no me entregaron mi pedido
1264,06-05-22,None,correos de chile - envío internacional sin información
1265,05-05-22,no resuelto,correos de chile.cl - demora entrega paquete desde aduana
1266,04-05-22,no resuelto,correos de chile - paquete incorrecto
1267,04-05-22,None,correos de chile - me extraviaron un celular nuevo y ahora no me quieren pagar la indemnización
1268,04-05-22,no resuelto,correos de chile - entrega erronea
1269,03-05-22,None,correos de chile - encomienda no entregada
1270,03-05-22,None,correos de chile - en tránsito detenido
1271,02-05-22,resuelto,correos de chile - envíos de postnl
1272,01-05-22,resuelto,"correos de chile - problemas, nunca entrega el paquete"
1273,29-04-22,None,correos de chile - sitio web bloqueado
1274,29-04-22,resuelto,correos de chile - entregaron mi paquete a otra persona
1275,28-04-22,resuelto,correos de chile - envio no pudo ser entregado
1276,28-04-22,None,correos de chile - pedido internacional no a llegado
1277,27-04-22,None,correos de chile - envio recibido en planta de destino y no es despachado
1278,27-04-22,resuelto,correos de chile - paquete sin movimiento
1279,26-04-22,None,correos de chile - entrega de paquete a otra persona
1280,26-04-22,None,correos de chile - pedido no recibido
1281,25-04-22,resuelto,correos de chile - santiago aerolíneas o camiones llegada a país de destino: llegada a chile en aeropuerto|arri|
1282,25-04-22,resuelto,correos de chile - mi paquete llego y no me lo entregaron
1283,24-04-22,None,correos de chile - mi compra sigue en el mismo estado hace meses
1284,23-04-22,no resuelto,correos de chile - funcionario malos habitos
1285,22-04-22,no resuelto,correos de chile - pedido entregado no recibido
1286,22-04-22,None,correos de chile - tardanza en internacion
1287,22-04-22,no resuelto,correos chile talca - [email protected]
1288,22-04-22,no resuelto,"correos de chile - paquete llegó a chile y correos lo ""perdió"""
1289,21-04-22,None,correos de chile - paquete aun no llega
1290,20-04-22,no resuelto,correos de chile - indernizacion
1291,20-04-22,None,correos de chile - demora en entrega de pedido
1292,19-04-22,no resuelto,correos de chile - seguimiento lp00475021527458 cainio
1293,18-04-22,no resuelto,correos de chile - no recepcion
1294,18-04-22,resuelto,correos de chile - pedido retenido en aduana hace 19 dias
1295,18-04-22,resuelto,correos de chile - paquete estado santiago de chile linehaul
1296,15-04-22,None,correos de chile - no ha llegado mi envío
1297,14-04-22,no resuelto,correos de chile - encomienda perdida
1298,13-04-22,no resuelto,correos de chile - entrega de un bulto
1299,13-04-22,no resuelto,correos de chile - no ha llegado mi pedido
1300,11-04-22,no resuelto,correos de chile - demora en proceso internación
1301,08-04-22,None,correos chile - no entrega paquete
1302,06-04-22,None,correos de chile - paquete no entregado y extraviado
1303,05-04-22,None,correos de chile - paquete no entregado
1304,04-04-22,None,correos de chile - tardanza en internacion
1305,04-04-22,no resuelto,correos de chile - retraso entrega paquete
1306,02-04-22,no resuelto,correos de chile - entrega fallida aliexpress
1307,01-04-22,resuelto,correos de chile - mi paquete fue entregado a otra persona que no conozco
1308,30-03-22,None,correos de chile - por no envio
1309,30-03-22,no resuelto,correos de chile - no llega mi paquete
1310,28-03-22,None,correos de chile - producto en resago
1311,28-03-22,no resuelto,correos de chile - nula entrega de informacion de paquete
1312,27-03-22,no resuelto,correos de chile - paquete de holanda
1313,25-03-22,no resuelto,correos de chile - paquetes no entregados/perdidos
1314,24-03-22,None,correos de chile - demora en entraga
1315,24-03-22,None,"correos de chile - perdida de encominenda, tamitacion sin compensacion"
1316,23-03-22,None,correos de chile - pedido cy056531985us favor gestionar entrega pronto.
1317,22-03-22,resuelto,correos de chile - servicio de casilla internacional no da respuesta
